first_author,study_ID,effect_size_ID,year_published,citation,journal,level,phyllum,class,order,family,common_name,scientific_name,scientific_name_OTL,strain,developmental_stage,includes_body_size,body_size,size_unit,pop_source,temp,exposure_method,vehicle,bisphenol,bisphenol_conc,bispheno_unit_paper,bispenol_unit_standardized,Bispheno_corrected_ug,time,time_days,lag,sex,tissue_type,cell_type,cell_gen,molecule_type,molecule,abbreviation,type,role,response,response_unit,mean_control,sd_control,se_control,n_control,mean_treat,sd_treat,se_treat,n_treat,tool,mean_c_1,mean_t_1,pooled_sd,hedges_calc,hedges_abs,lnRR,lnRR_variance
Fernandez,18,250,2018,"Fernandez, Marina O., Nadia S. Bourguignon, Paula Arocena, Matías Rosa, Carlos Libertun, and Victoria Lux-Lantos. ""Neonatal exposure to bisphenol A alters the hypothalamic-pituitary-thyroid axis in female rats."" Toxicology letters 285 (2018): 81-86.",Toxicology letters,Organism,Chordate,Mammalia,Rodentia,Muridae,Lab rat,Rattus norvegicusdomestica ,Rattus norvegicus,Sprague-Dawley,Adult,N,NA,NA,Lab,NA,Injection,Castor oil,BPA,10,ug/uL,ug/uL,0.00001,10 days,10,NA,Female,Blood,NA,NA,Hormone,Thyroid Stimulating Hormone,TSH,Pituitary,Thyroid,Circulating level,ng/mL,12.87925697,5.339457867,1.609907121,11,21.79566563,10.67891573,3.219814241,11,metadigitize,13.87925697,22.79566563,8.442424165,1.056143176,1.056143176,0.526093096,0.037448347
Fernandez,18,251,2018,"Fernandez, Marina O., Nadia S. Bourguignon, Paula Arocena, Matías Rosa, Carlos Libertun, and Victoria Lux-Lantos. ""Neonatal exposure to bisphenol A alters the hypothalamic-pituitary-thyroid axis in female rats."" Toxicology letters 285 (2018): 81-86.",Toxicology letters,Organism,Chordate,Mammalia,Rodentia,Muridae,Lab rat,Rattus norvegicusdomestica ,Rattus norvegicus,Sprague-Dawley,Adult,N,NA,NA,Lab,NA,Injection,Castor oil,BPA,5,ug/uL,ug/uL,0.000005,10 days,10,NA,Female,Blood,NA,NA,Hormone,Thyroid Stimulating Hormone,TSH,Pituitary,Thyroid,Circulating level,ng/mL,12.87925697,5.339457867,1.609907121,11,32.69349845,15.60764607,4.705882353,11,metadigitize,13.87925697,33.69349845,11.66422793,1.698718647,1.698718647,0.931558204,0.036343549
Fernandez,18,252,2018,"Fernandez, Marina O., Nadia S. Bourguignon, Paula Arocena, Matías Rosa, Carlos Libertun, and Victoria Lux-Lantos. ""Neonatal exposure to bisphenol A alters the hypothalamic-pituitary-thyroid axis in female rats."" Toxicology letters 285 (2018): 81-86.",Toxicology letters,Organism,Chordate,Mammalia,Rodentia,Muridae,Lab rat,Rattus norvegicusdomestica ,Rattus norvegicus,Sprague-Dawley,Adult,N,NA,NA,Lab,NA,Injection,Castor oil,BPA,0.1,ug/uL,ug/uL,0.0000001,10 days,10,NA,Female,Blood,NA,NA,Hormone,Thyroid Stimulating Hormone,TSH,Pituitary,Thyroid,Circulating level,ng/mL,12.87925697,5.339457867,1.609907121,11,18.20433437,9.107009937,3.219814241,8,metadigitize,13.87925697,19.20433437,7.13591378,0.74623623,0.74623623,0.346041688,0.046908262
Fernandez,18,253,2018,"Fernandez, Marina O., Nadia S. Bourguignon, Paula Arocena, Matías Rosa, Carlos Libertun, and Victoria Lux-Lantos. ""Neonatal exposure to bisphenol A alters the hypothalamic-pituitary-thyroid axis in female rats."" Toxicology letters 285 (2018): 81-86.",Toxicology letters,Organism,Chordate,Mammalia,Rodentia,Muridae,Lab rat,Rattus norvegicusdomestica ,Rattus norvegicus,Sprague-Dawley,Adult,N,NA,NA,Lab,NA,Injection,Castor oil,BPA,10,ug/uL,ug/uL,0.00001,10 days,10,NA,Female,Blood,NA,NA,Hormone,Triiodothyronine,T3,Thyroid,Thyroid,Circulating level,ng/mL,0.689273356,0.105044517,0.033217993,10,0.55916955,0.140059357,0.044290657,10,metadigitize,1.689273356,1.55916955,0.123796151,-1.050951949,1.050951949,-0.209185199,0.008596438
Fernandez,18,254,2018,"Fernandez, Marina O., Nadia S. Bourguignon, Paula Arocena, Matías Rosa, Carlos Libertun, and Victoria Lux-Lantos. ""Neonatal exposure to bisphenol A alters the hypothalamic-pituitary-thyroid axis in female rats."" Toxicology letters 285 (2018): 81-86.",Toxicology letters,Organism,Chordate,Mammalia,Rodentia,Muridae,Lab rat,Rattus norvegicusdomestica ,Rattus norvegicus,Sprague-Dawley,Adult,N,NA,NA,Lab,NA,Injection,Castor oil,BPA,5,ug/uL,ug/uL,0.000005,10 days,10,NA,Female,Blood,NA,NA,Hormone,Triiodothyronine,T3,Thyroid,Thyroid,Circulating level,ng/mL,0.689273356,0.105044517,0.033217993,10,0.611764706,0.148813066,0.047058824,10,metadigitize,1.689273356,1.611764706,0.128801552,-0.601767988,0.601767988,-0.119290195,0.008239703
Fernandez,18,255,2018,"Fernandez, Marina O., Nadia S. Bourguignon, Paula Arocena, Matías Rosa, Carlos Libertun, and Victoria Lux-Lantos. ""Neonatal exposure to bisphenol A alters the hypothalamic-pituitary-thyroid axis in female rats."" Toxicology letters 285 (2018): 81-86.",Toxicology letters,Organism,Chordate,Mammalia,Rodentia,Muridae,Lab rat,Rattus norvegicusdomestica ,Rattus norvegicus,Sprague-Dawley,Adult,N,NA,NA,Lab,NA,Injection,Castor oil,BPA,0.1,ug/uL,ug/uL,0.0000001,10 days,10,NA,Female,Blood,NA,NA,Hormone,Triiodothyronine,T3,Thyroid,Thyroid,Circulating level,ng/mL,0.689273356,0.105044517,0.033217993,10,0.617301038,0.166320486,0.052595156,10,metadigitize,1.689273356,1.617301038,0.139098625,-0.517419339,0.517419339,-0.110281125,0.009581889
Fernandez,18,256,2018,"Fernandez, Marina O., Nadia S. Bourguignon, Paula Arocena, Matías Rosa, Carlos Libertun, and Victoria Lux-Lantos. ""Neonatal exposure to bisphenol A alters the hypothalamic-pituitary-thyroid axis in female rats."" Toxicology letters 285 (2018): 81-86.",Toxicology letters,Organism,Chordate,Mammalia,Rodentia,Muridae,Lab rat,Rattus norvegicusdomestica ,Rattus norvegicus,Sprague-Dawley,Adult,N,NA,NA,Lab,NA,Injection,Castor oil,BPA,10,ug/uL,ug/uL,0.00001,10 days,10,NA,Female,Blood,NA,NA,Hormone,Thyroxine,T4,Thyroid,Thyroid,Circulating level,ug/dL,3.681818182,0.574959575,0.181818182,10,2.96969697,0.479132979,0.151515152,10,metadigitize,4.681818182,3.96969697,0.529219673,-1.345606086,1.345606086,-0.214946784,0.005041735
Fernandez,18,257,2018,"Fernandez, Marina O., Nadia S. Bourguignon, Paula Arocena, Matías Rosa, Carlos Libertun, and Victoria Lux-Lantos. ""Neonatal exposure to bisphenol A alters the hypothalamic-pituitary-thyroid axis in female rats."" Toxicology letters 285 (2018): 81-86.",Toxicology letters,Organism,Chordate,Mammalia,Rodentia,Muridae,Lab rat,Rattus norvegicusdomestica ,Rattus norvegicus,Sprague-Dawley,Adult,N,NA,NA,Lab,NA,Injection,Castor oil,BPA,5,ug/uL,ug/uL,0.000005,10 days,10,NA,Female,Blood,NA,NA,Hormone,Thyroxine,T4,Thyroid,Thyroid,Circulating level,ug/dL,3.681818182,0.574959575,0.181818182,10,3.257575758,0.67078617,0.212121212,10,metadigitize,4.681818182,4.257575758,0.624712974,-0.67909975,0.67909975,-0.122423415,0.006678782
Fernandez,18,258,2018,"Fernandez, Marina O., Nadia S. Bourguignon, Paula Arocena, Matías Rosa, Carlos Libertun, and Victoria Lux-Lantos. ""Neonatal exposure to bisphenol A alters the hypothalamic-pituitary-thyroid axis in female rats."" Toxicology letters 285 (2018): 81-86.",Toxicology letters,Organism,Chordate,Mammalia,Rodentia,Muridae,Lab rat,Rattus norvegicusdomestica ,Rattus norvegicus,Sprague-Dawley,Adult,N,NA,NA,Lab,NA,Injection,Castor oil,BPA,0.1,ug/uL,ug/uL,0.0000001,10 days,10,NA,Female,Blood,NA,NA,Hormone,Thyroxine,T4,Thyroid,Thyroid,Circulating level,ug/dL,3.681818182,0.574959575,0.181818182,10,3.136363636,0.335393085,0.106060606,10,metadigitize,4.681818182,4.136363636,0.470673472,-1.158881004,1.158881004,-0.16034265,0.003582203
Fornier-Piquer,19,259,2019,"Forner-Piquer, Isabel, Ioannis Fakriadis, Constantinos C. Mylonas, Fabiana Piscitelli, Vincenzo Di Marzo, Francesca Maradonna, Josep Calduch-Giner, Jaume Pérez-Sánchez, and Oliana Carnevali. ""Effects of Dietary Bisphenol A on the Reproductive Function of Gilthead Sea Bream (Sparus aurata) Testes."" International journal of molecular sciences 20, no. 20 (2019): 5003.",International journal of molecular sciences,Organism,Chordate,Actinopterygii,Perciformes,Sparidae,Gilt-head bream,Sparus aurata,Sparus aurata,NA,Adult,Y,461.19,grams,Lab,19-20,Dietary,Ethanol,BPA,4,ug/kg bw/day,ug/kg,4,21 days,21,0,Male,Blood,NA,NA,Hormone,Estradiol,E2,Estrogen,Reproductive,Circulating level,ng/mL,10.22727273,4.466203838,1.412337662,10,11.2012987,6.776309272,2.142857143,10,metadigitize,11.22727273,12.2012987,5.738699507,0.169729391,0.169729391,0.090971778,0.055667648
Fornier-Piquer,19,260,2019,"Forner-Piquer, Isabel, Ioannis Fakriadis, Constantinos C. Mylonas, Fabiana Piscitelli, Vincenzo Di Marzo, Francesca Maradonna, Josep Calduch-Giner, Jaume Pérez-Sánchez, and Oliana Carnevali. ""Effects of Dietary Bisphenol A on the Reproductive Function of Gilthead Sea Bream (Sparus aurata) Testes."" International journal of molecular sciences 20, no. 20 (2019): 5003.",International journal of molecular sciences,Organism,Chordate,Actinopterygii,Perciformes,Sparidae,Gilt-head bream,Sparus aurata,Sparus aurata,NA,Adult,Y,461.19,grams,Lab,19-20,Dietary,Ethanol,BPA,4000,ug/kg bw/day,ug/kg,4000,21 days,21,0,Male,Blood,NA,NA,Hormone,Estradiol,E2,Estrogen,Reproductive,Circulating level,ng/mL,10.22727273,4.466203838,1.412337662,10,12.32142857,4.15818978,1.314935065,10,metadigitize,11.22727273,13.32142857,4.314946058,0.485326077,0.485326077,0.186281958,0.030459318
Fornier-Piquer,19,261,2019,"Forner-Piquer, Isabel, Ioannis Fakriadis, Constantinos C. Mylonas, Fabiana Piscitelli, Vincenzo Di Marzo, Francesca Maradonna, Josep Calduch-Giner, Jaume Pérez-Sánchez, and Oliana Carnevali. ""Effects of Dietary Bisphenol A on the Reproductive Function of Gilthead Sea Bream (Sparus aurata) Testes."" International journal of molecular sciences 20, no. 20 (2019): 5003.",International journal of molecular sciences,Organism,Chordate,Actinopterygii,Perciformes,Sparidae,Gilt-head bream,Sparus aurata,Sparus aurata,NA,Adult,Y,461.19,grams,Lab,19-20,Dietary,Ethanol,BPA,4,ug/kg bw/day,ug/kg,4,21 days,21,0,Male,Blood,NA,NA,Hormone,Testosterone,T,Androgen,Reproductive,Circulating level,ng/mL,0.120731707,0.075200505,0.023780488,10,0.451829268,0.260309442,0.082317073,10,metadigitize,1.120731707,1.451829268,0.191593478,1.72812543,1.72812543,1.319733595,0.071988886
Fornier-Piquer,19,262,2019,"Forner-Piquer, Isabel, Ioannis Fakriadis, Constantinos C. Mylonas, Fabiana Piscitelli, Vincenzo Di Marzo, Francesca Maradonna, Josep Calduch-Giner, Jaume Pérez-Sánchez, and Oliana Carnevali. ""Effects of Dietary Bisphenol A on the Reproductive Function of Gilthead Sea Bream (Sparus aurata) Testes."" International journal of molecular sciences 20, no. 20 (2019): 5003.",International journal of molecular sciences,Organism,Chordate,Actinopterygii,Perciformes,Sparidae,Gilt-head bream,Sparus aurata,Sparus aurata,NA,Adult,Y,461.19,grams,Lab,19-20,Dietary,Ethanol,BPA,4000,ug/kg bw/day,ug/kg,4000,21 days,21,0,Male,Blood,NA,NA,Hormone,Testosterone,T,Androgen,Reproductive,Circulating level,ng/mL,0.120731707,0.075200505,0.023780488,10,0.373170732,0.254524787,0.080487805,10,metadigitize,1.120731707,1.373170732,0.187667237,1.345141694,1.345141694,1.128465252,0.085317631
Fornier-Piquer,19,263,2019,"Forner-Piquer, Isabel, Ioannis Fakriadis, Constantinos C. Mylonas, Fabiana Piscitelli, Vincenzo Di Marzo, Francesca Maradonna, Josep Calduch-Giner, Jaume Pérez-Sánchez, and Oliana Carnevali. ""Effects of Dietary Bisphenol A on the Reproductive Function of Gilthead Sea Bream (Sparus aurata) Testes."" International journal of molecular sciences 20, no. 20 (2019): 5003.",International journal of molecular sciences,Organism,Chordate,Actinopterygii,Perciformes,Sparidae,Gilt-head bream,Sparus aurata,Sparus aurata,NA,Adult,Y,461.19,grams,Lab,19-20,Dietary,Ethanol,BPA,4,ug/kg bw/day,ug/kg,4,21 days,21,0,Male,Blood,NA,NA,Hormone,11-ketotestoerone,11-KT,Androgen,Reproductive,Circulating level,ng/mL,0.108469055,0.069528906,0.021986971,10,0.123127036,0.043262431,0.013680782,10,metadigitize,1.108469055,1.123127036,0.057904692,0.253139771,0.253139771,0.126751706,0.053434065
Fornier-Piquer,19,264,2019,"Forner-Piquer, Isabel, Ioannis Fakriadis, Constantinos C. Mylonas, Fabiana Piscitelli, Vincenzo Di Marzo, Francesca Maradonna, Josep Calduch-Giner, Jaume Pérez-Sánchez, and Oliana Carnevali. ""Effects of Dietary Bisphenol A on the Reproductive Function of Gilthead Sea Bream (Sparus aurata) Testes."" International journal of molecular sciences 20, no. 20 (2019): 5003.",International journal of molecular sciences,Organism,Chordate,Actinopterygii,Perciformes,Sparidae,Gilt-head bream,Sparus aurata,Sparus aurata,NA,Adult,Y,461.19,grams,Lab,19-20,Dietary,Ethanol,BPA,4000,ug/kg bw/day,ug/kg,4000,21 days,21,0,Male,Blood,NA,NA,Hormone,11-ketotestoerone,11-KT,Androgen,Reproductive,Circulating level,ng/mL,0.108469055,0.069528906,0.021986971,10,0.058631922,0.026266476,0.008306189,10,metadigitize,1.108469055,1.058631922,0.052555668,-0.948273234,0.948273234,-0.615185639,0.06115783
Fornier-Piquer,19,265,2019,"Forner-Piquer, Isabel, Ioannis Fakriadis, Constantinos C. Mylonas, Fabiana Piscitelli, Vincenzo Di Marzo, Francesca Maradonna, Josep Calduch-Giner, Jaume Pérez-Sánchez, and Oliana Carnevali. ""Effects of Dietary Bisphenol A on the Reproductive Function of Gilthead Sea Bream (Sparus aurata) Testes."" International journal of molecular sciences 20, no. 20 (2019): 5003.",International journal of molecular sciences,Organism,Chordate,Actinopterygii,Perciformes,Sparidae,Gilt-head bream,Sparus aurata,Sparus aurata,NA,Adult,Y,461.19,grams,Lab,19-20,Dietary,Ethanol,BPA,4,ug/kg bw/day,ug/kg,4,21 days,21,0,Male,Blood,NA,NA,Hormone,Maturation inducing hormone,MIH,Estrogen,Other,Circulating level,ng/mL,1.46223565,0.496792865,0.157099698,10,2.670694864,0.878941223,0.277945619,10,metadigitize,2.46223565,3.670694864,0.713912048,1.692728423,1.692728423,0.602372156,0.022373991
Fornier-Piquer,19,266,2019,"Forner-Piquer, Isabel, Ioannis Fakriadis, Constantinos C. Mylonas, Fabiana Piscitelli, Vincenzo Di Marzo, Francesca Maradonna, Josep Calduch-Giner, Jaume Pérez-Sánchez, and Oliana Carnevali. ""Effects of Dietary Bisphenol A on the Reproductive Function of Gilthead Sea Bream (Sparus aurata) Testes."" International journal of molecular sciences 20, no. 20 (2019): 5003.",International journal of molecular sciences,Organism,Chordate,Actinopterygii,Perciformes,Sparidae,Gilt-head bream,Sparus aurata,Sparus aurata,NA,Adult,Y,461.19,grams,Lab,19-20,Dietary,Ethanol,BPA,4000,ug/kg bw/day,ug/kg,4000,21 days,21,0,Male,Blood,NA,NA,Hormone,Maturation inducing hormone,MIH,Estrogen,Other,Circulating level,ng/mL,1.46223565,0.496792865,0.157099698,10,2.441087613,0.917156059,0.290030211,10,metadigitize,2.46223565,3.441087613,0.737556231,1.327155711,1.327155711,0.512477152,0.025659191
Fornier-Piquer,19,267,2019,"Forner-Piquer, Isabel, Ioannis Fakriadis, Constantinos C. Mylonas, Fabiana Piscitelli, Vincenzo Di Marzo, Francesca Maradonna, Josep Calduch-Giner, Jaume Pérez-Sánchez, and Oliana Carnevali. ""Effects of Dietary Bisphenol A on the Reproductive Function of Gilthead Sea Bream (Sparus aurata) Testes."" International journal of molecular sciences 20, no. 20 (2019): 5003.",International journal of molecular sciences,Organism,Chordate,Actinopterygii,Perciformes,Sparidae,Gilt-head bream,Sparus aurata,Sparus aurata,NA,Adult,Y,461.19,grams,Lab,19-20,Dietary,Ethanol,BPA,4,ug/kg bw/day,ug/kg,4,21 days,21,0,Male,Testis,NA,NA,Hormone,Anandamide,AEA,Endocannabanoid,Endocannabanoid,Tissue concentration,pmol/g,121.1180124,33.88154636,10.71428571,10,71.27329193,23.56977138,7.453416149,10,metadigitize,122.1180124,72.27329193,29.18469896,-1.707905933,1.707905933,-0.53024371,0.018761409
Fornier-Piquer,19,268,2019,"Forner-Piquer, Isabel, Ioannis Fakriadis, Constantinos C. Mylonas, Fabiana Piscitelli, Vincenzo Di Marzo, Francesca Maradonna, Josep Calduch-Giner, Jaume Pérez-Sánchez, and Oliana Carnevali. ""Effects of Dietary Bisphenol A on the Reproductive Function of Gilthead Sea Bream (Sparus aurata) Testes."" International journal of molecular sciences 20, no. 20 (2019): 5003.",International journal of molecular sciences,Organism,Chordate,Actinopterygii,Perciformes,Sparidae,Gilt-head bream,Sparus aurata,Sparus aurata,NA,Adult,Y,461.19,grams,Lab,19-20,Dietary,Ethanol,BPA,4000,ug/kg bw/day,ug/kg,4000,21 days,21,0,Male,Testis,NA,NA,Hormone,Anandamide,AEA,Endocannabanoid,Endocannabanoid,Tissue concentration,pmol/g,121.1180124,33.88154636,10.71428571,10,64.7515528,36.82776778,11.64596273,10,metadigitize,122.1180124,65.7515528,35.38533357,-1.592932832,1.592932832,-0.626207698,0.040173666
Fornier-Piquer,19,269,2019,"Forner-Piquer, Isabel, Ioannis Fakriadis, Constantinos C. Mylonas, Fabiana Piscitelli, Vincenzo Di Marzo, Francesca Maradonna, Josep Calduch-Giner, Jaume Pérez-Sánchez, and Oliana Carnevali. ""Effects of Dietary Bisphenol A on the Reproductive Function of Gilthead Sea Bream (Sparus aurata) Testes."" International journal of molecular sciences 20, no. 20 (2019): 5003.",International journal of molecular sciences,Organism,Chordate,Actinopterygii,Perciformes,Sparidae,Gilt-head bream,Sparus aurata,Sparus aurata,NA,Adult,Y,461.19,grams,Lab,19-20,Dietary,Ethanol,BPA,4,ug/kg bw/day,ug/kg,4,21 days,21,0,Male,Testis,NA,NA,Hormone,Arachidonoylglycerol,2-AG,Endocannabanoid,Endocannabanoid,Tissue concentration,pmol/g,28.7012987,8.624393619,2.727272727,10,22.07792208,6.570966567,2.077922078,10,metadigitize,29.7012987,23.07792208,7.666738776,-0.863910564,0.863910564,-0.262364264,0.017887431
Fornier-Piquer,19,270,2019,"Forner-Piquer, Isabel, Ioannis Fakriadis, Constantinos C. Mylonas, Fabiana Piscitelli, Vincenzo Di Marzo, Francesca Maradonna, Josep Calduch-Giner, Jaume Pérez-Sánchez, and Oliana Carnevali. ""Effects of Dietary Bisphenol A on the Reproductive Function of Gilthead Sea Bream (Sparus aurata) Testes."" International journal of molecular sciences 20, no. 20 (2019): 5003.",International journal of molecular sciences,Organism,Chordate,Actinopterygii,Perciformes,Sparidae,Gilt-head bream,Sparus aurata,Sparus aurata,NA,Adult,Y,461.19,grams,Lab,19-20,Dietary,Ethanol,BPA,4000,ug/kg bw/day,ug/kg,4000,21 days,21,0,Male,Testis,NA,NA,Hormone,Arachidonoylglycerol,2-AG,Endocannabanoid,Endocannabanoid,Tissue concentration,pmol/g,28.7012987,8.624393619,2.727272727,10,17.79220779,6.981651977,2.207792208,10,metadigitize,29.7012987,18.79220779,7.846133749,-1.390377893,1.390377893,-0.478181776,0.024427029
Fornier-Piquer,19,271,2019,"Forner-Piquer, Isabel, Ioannis Fakriadis, Constantinos C. Mylonas, Fabiana Piscitelli, Vincenzo Di Marzo, Francesca Maradonna, Josep Calduch-Giner, Jaume Pérez-Sánchez, and Oliana Carnevali. ""Effects of Dietary Bisphenol A on the Reproductive Function of Gilthead Sea Bream (Sparus aurata) Testes."" International journal of molecular sciences 20, no. 20 (2019): 5003.",International journal of molecular sciences,Organism,Chordate,Actinopterygii,Perciformes,Sparidae,Gilt-head bream,Sparus aurata,Sparus aurata,NA,Adult,Y,461.19,grams,Lab,19-20,Dietary,Ethanol,BPA,4,ug/kg bw/day,ug/kg,4,21 days,21,0,Male,Testis,NA,NA,Hormone,Palmitoylethanolamide,PEA,Endocannabanoid,Endocannabanoid,Tissue concentration,pmol/g,0.058085809,0.013358797,0.004224422,10,0.038019802,0.013358797,0.004224422,10,metadigitize,1.058085809,1.038019802,0.013358797,-1.502081889,1.502081889,-0.423814247,0.017634935
Fornier-Piquer,19,272,2019,"Forner-Piquer, Isabel, Ioannis Fakriadis, Constantinos C. Mylonas, Fabiana Piscitelli, Vincenzo Di Marzo, Francesca Maradonna, Josep Calduch-Giner, Jaume Pérez-Sánchez, and Oliana Carnevali. ""Effects of Dietary Bisphenol A on the Reproductive Function of Gilthead Sea Bream (Sparus aurata) Testes."" International journal of molecular sciences 20, no. 20 (2019): 5003.",International journal of molecular sciences,Organism,Chordate,Actinopterygii,Perciformes,Sparidae,Gilt-head bream,Sparus aurata,Sparus aurata,NA,Adult,Y,461.19,grams,Lab,19-20,Dietary,Ethanol,BPA,4000,ug/kg bw/day,ug/kg,4000,21 days,21,0,Male,Testis,NA,NA,Hormone,Palmitoylethanolamide,PEA,Endocannabanoid,Endocannabanoid,Tissue concentration,pmol/g,0.058085809,0.013358797,0.004224422,10,0.038283828,0.006679398,0.002112211,10,metadigitize,1.058085809,1.038283828,0.010561056,-1.875,1.875,-0.416893804,0.008333251
Fornier-Piquer,19,273,2019,"Forner-Piquer, Isabel, Ioannis Fakriadis, Constantinos C. Mylonas, Fabiana Piscitelli, Vincenzo Di Marzo, Francesca Maradonna, Josep Calduch-Giner, Jaume Pérez-Sánchez, and Oliana Carnevali. ""Effects of Dietary Bisphenol A on the Reproductive Function of Gilthead Sea Bream (Sparus aurata) Testes."" International journal of molecular sciences 20, no. 20 (2019): 5003.",International journal of molecular sciences,Organism,Chordate,Actinopterygii,Perciformes,Sparidae,Gilt-head bream,Sparus aurata,Sparus aurata,NA,Adult,Y,461.19,grams,Lab,19-20,Dietary,Ethanol,BPA,4,ug/kg bw/day,ug/kg,4,21 days,21,0,Male,Testis,NA,NA,Hormone,Oleoylethanolamide,OEA,Endocannabanoid,Endocannabanoid,Tissue concentration,pmol/g,1.544615385,0.87570766,0.276923077,10,0.369230769,0.116761021,0.036923077,10,metadigitize,2.544615385,1.369230769,0.624698744,-1.881522297,1.881522297,-1.431108377,0.042142347
Fornier-Piquer,19,274,2019,"Forner-Piquer, Isabel, Ioannis Fakriadis, Constantinos C. Mylonas, Fabiana Piscitelli, Vincenzo Di Marzo, Francesca Maradonna, Josep Calduch-Giner, Jaume Pérez-Sánchez, and Oliana Carnevali. ""Effects of Dietary Bisphenol A on the Reproductive Function of Gilthead Sea Bream (Sparus aurata) Testes."" International journal of molecular sciences 20, no. 20 (2019): 5003.",International journal of molecular sciences,Organism,Chordate,Actinopterygii,Perciformes,Sparidae,Gilt-head bream,Sparus aurata,Sparus aurata,NA,Adult,Y,461.19,grams,Lab,19-20,Dietary,Ethanol,BPA,4000,ug/kg bw/day,ug/kg,4000,21 days,21,0,Male,Testis,NA,NA,Hormone,Oleoylethanolamide,OEA,Endocannabanoid,Endocannabanoid,Tissue concentration,pmol/g,1.544615385,0.87570766,0.276923077,10,0.387692308,0.097300851,0.030769231,10,metadigitize,2.544615385,1.387692308,0.623029438,-1.856931642,1.856931642,-1.382318213,0.038441163
